name,comment,time,image
Grab,"Author  Hi Amin! Selfie verification ini adalah untuk memastikan identiti penumpang. Ini juga peraturan baru yang kami kena comply untuk regulasi E-hailing. Sila cuba langkah-langkah ini;-Place your phone upright while the front camera is pointing at you, on a flat surface such as a table and move back slowly until the line turns green. -The app will prompt you to move your head up and down slowly. The selfie will be taken automatically if done correctly. I hope this clarifies. 🙏 Thanks. Hi Amin! Selfie verification ini adalah untuk memastikan identiti penumpang. Ini juga peraturan baru yang kami kena comply untuk regulasi E-hailing. Sila cuba langkah-langkah ini;-Place your phone upright while the front camera is pointing at you, on a flat surface such as a table and move back slowly until the line turns green. -The app will prompt you to move your head up and down slowly. The selfie will be taken automatically if done correctly. I hope this clarifies. 🙏 Thanks. Hi Amin! Selfie verification ini adalah untuk memastikan identiti penumpang. Ini juga peraturan baru yang kami kena comply untuk regulasi E-hailing. Sila cuba langkah-langkah ini;-Place your phone upright while the front camera is pointing at you, on Hi Amin! Selfie verification ini adalah untuk memastikan identiti penumpang. Ini juga peraturan baru yang kami kena comply untuk regulasi E-hailing. Sila cuba langkah-langkah ini; -Place your phone upright while the front camera is pointing at you, on a flat surface such as a table and move back slowly until the line turns green. -The app will prompt you to move your head up and down slowly. The selfie will be taken automatically if done correctly. I hope this clarifies. 🙏 Thanks. a flat surface such as a table and move back slowly until the line turns green. -The app will prompt you to move your head up and down slowly. The selfie will be taken automatically if done correctly. I hope this clarifies. 🙏 Thanks. a flat surface such as a table and move back slowly until the line turns green. -The app will prompt you to move your head up and down slowly. The selfie will be taken automatically if done correctly. I hope this clarifies. 🙏 Thanks. 🙏 🙏 · Like · · 11h",1574653795,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png
Amin Finger,Grab  korang tak rasa menyusahkan pengguna ke? kalau orang tua nak guna? Grab  korang tak rasa menyusahkan pengguna ke? kalau orang tua nak guna? korang tak rasa menyusahkan pengguna ke? kalau orang tua nak guna? · Like · · 11h,1574654062,
,,,
Qistina Atika,Top fan 👀 👀 👀 👀 👀 👀 · Like · ·,1574523504,/images/assets_DO_NOT_HARDCODE/facebook_icons/diamond_filled_24_fds-spectrum-blue-gray.png
Awie Mohd,Grab sekarang dah disable multi city ke? Dan kenape fare hari mangkin hari rendah? Grab sekarang dah disable multi city ke? Dan kenape fare hari mangkin hari rendah? Grab sekarang dah disable multi city ke? Dan kenape fare hari mangkin hari rendah? · Like · ·,1574522764,
Grab,"Author  Hi Awie! Multicity memang berfungsi tapi kalau ada masalah, sila PM kami dan kami akan selesaikan untuk kamu. Harap maklum. Terima kasih! Hi Awie! Multicity memang berfungsi tapi kalau ada masalah, sila PM kami dan kami akan selesaikan untuk kamu. Harap maklum. Terima kasih! Hi Awie! Multicity memang berfungsi tapi kalau ada masalah, sila PM kami dan kami akan selesaikan untuk kamu. Harap maklum. Terima kasih! · Like · ·",1574523571,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png
Gabriel J P Loh,There is no way to contact Grab to fix issues. Terrible service with regular errors in credit card charges. Hope they can improve. There is no way to contact Grab to fix issues. Terrible service with regular errors in credit card charges. Hope they can improve. There is no way to contact Grab to fix issues. Terrible service with regular errors in credit card charges. Hope they can improve. · Like · · 2h,1574685919,
Michael Lee,boss ! PLEASE adjust the fare to the reasonable fare ! the fare is too low day by day ! what happened ?? also there are no time booster incentive even thou we stuck in heavy traffic during peak hrs !! PLS DO SOMETHING ! PLEASE ! WE DRIVERS ARE DYING SOON !!😢😰😭 boss ! PLEASE adjust the fare to the reasonable fare ! the fare is too low day by day ! what happened ?? also there are no time booster incentive even thou we stuck in heavy traffic during peak hrs !! PLS DO SOMETHING ! PLEASE ! WE DRIVERS ARE DYING SOON !!😢😰😭 boss ! PLEASE adjust the fare to the reasonable fare ! the fare is too low day by day ! what happened ?? also there are no time booster incentive even thou we stuck in heavy traffic during peak hrs !! PLS DO SOMETHING ! PLEASE ! WE DRIVERS ARE DYING SOON !!😢😰😭 😢 😢 😰 😰 😭 😭 · Like · · ·,1574440032,
Grab,"Author  We are sorry to know about the low fare and the time booster bonus. Kindly be informed that these are all due to the demand and supply of the booking mechanism.Nevertheless, we are workking on this matter after a huge change imposed by the Transport Ministry. Your patience is certainly appreciated. Thank you. We are sorry to know about the low fare and the time booster bonus. Kindly be informed that these are all due to the demand and supply of the booking mechanism.Nevertheless, we are workking on this matter after a huge change imposed by the Transport Ministry. Your patience is certainly appreciated. Thank you. We are sorry to know about the low fare and the time booster bonus. Kindly be informed that these are all due to the demand and supply of the booking mechanism.Nevertheless, we are workking on this matter after a huge change imposed by the Transport Ministry. Your patience is certainly appreciated. Thank you. · Like · ·",1574441067,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png
Selvan Puthan,Michael Lee they not boss they are devil sucks honest  drivers blood.Only know how to copy paste reply.…See more Michael Lee they not boss they are devil sucks honest  drivers blood.Only know how to copy paste reply.…See more Michael Lee they not boss they are devil sucks honest  drivers blood.Only know how to copy paste reply. Michael Lee they not boss they are devil sucks honest  drivers blood. Only know how to copy paste reply. … · Like · · ·,1574493265,
,,,
Cheryl Lee,"Hi Grab, you’ve yet to announce the winner for the iPhone 11 Pro’s contest. It’s been more than a week now Hi Grab, you’ve yet to announce the winner for the iPhone 11 Pro’s contest. It’s been more than a week now Hi Grab, you’ve yet to announce the winner for the iPhone 11 Pro’s contest. It’s been more than a week now · Like · ·",1574503291,
Grab,"Author  Hi Cheryl Lee. currently, we are still compiling the list of the winners. We will make the proper announcement for the winners soon. Best of luck to you! Hi Cheryl Lee. currently, we are still compiling the list of the winners. We will make the proper announcement for the winners soon. Best of luck to you! Hi Cheryl Lee. currently, we are still compiling the list of the winners. We will make the proper announcement for the winners soon. Best of luck to you! 1 1  1 · Like · ·",1574503614,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png
Cody Au Yong,"Use my code “grabcodyauyong” to get 50% off your first order! Just use my referral code, “grabcodyauyong” to register, or go to https://sandbox.grab.com/share/sandbox/en.html...… See more Use my code “grabcodyauyong” to get 50% off your first order! Just use my referral code, “grabcodyauyong” to register, or go to https://sandbox.grab.com/share/sandbox/en.html...… See more Use my code “grabcodyauyong” to get 50% off your first order! Just use my referral code, “grabcodyauyong” to register, or go to https://sandbox.grab.com/share/sandbox/en.html... Use my code “grabcodyauyong” to get 50% off your first order! Just use my referral code, “grabcodyauyong” to register, or go to …  · Like · ·",1574431287,
Sky Shang,"Job incentive for driver drop from rm80 to rm25 ,is grab gonna bankrupt soon?U may put it directly to rm 0 ,it's already nearly 0,no need adjust month by month Job incentive for driver drop from rm80 to rm25 ,is grab gonna bankrupt soon?U may put it directly to rm 0 ,it's already nearly 0,no need adjust month by month Job incentive for driver drop from rm80 to rm25 ,is grab gonna bankrupt soon?U may put it directly to rm 0 ,it's already nearly 0,no need adjust month by month · Like · ·",1574596149,
Dezmond Pang,Hello GrabMay I know who the fxxk genius introduced 2am - 6am Grab pay only policy ?…See more Hello GrabMay I know who the fxxk genius introduced 2am - 6am Grab pay only policy ?…See more Hello GrabMay I know who the fxxk genius introduced 2am - 6am Grab pay only policy ? Hello Grab May I know who the fxxk genius introduced 2am - 6am Grab pay only policy ? … · Like · · ·,1574482539,
Grab,"Author  Hi Dezmond. To enhance the safety of our driver-partners, we will disable Cash bookings from 2am-6am ONLY starting November; and only allow Cashless bookings for Grab rides.*Cash bookings are not easily traceable to a person. In the past, we have seen criminal activities on Cash bookings during these hours. "" Hi Dezmond. To enhance the safety of our driver-partners, we will disable Cash bookings from 2am-6am ONLY starting November; and only allow Cashless bookings for Grab rides.*Cash bookings are not easily traceable to a person. In the past, we have seen criminal activities on Cash bookings during these hours. "" Hi Dezmond. To enhance the safety of our driver-partners, we will disable Cash bookings from 2am-6am ONLY starting November; and only allow Cashless bookings for Grab rides. *Cash bookings are not easily traceable to a person. In the past, we have seen criminal activities on Cash bookings during these hours. "" · Like · ·",1574482828,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png
Dezmond Pang,Great ! Scripted reply... you had just nailed your coffin and lose drivers as they migrate to other platforms. You can save that reason for yourself as I forward this reply to your active drivers. Great ! Scripted reply... you had just nailed your coffin and lose drivers as they migrate to other platforms. You can save that reason for yourself as I forward this reply to your active drivers. Great ! Scripted reply... you had just nailed your coffin and lose drivers as they migrate to other platforms. You can save that reason for yourself as I forward this reply to your active drivers. 1 1  1 · Like · ·,1574483063,
Ravinder Sandhu Vin Vin,Dezmond Pang bro what grab did is good. It's for the safety purpose and moving forward to be more digitalize ... We are in Era 2020 now ... Common even my grandma using oppo A9 2020  😆 Dezmond Pang bro what grab did is good. It's for the safety purpose and moving forward to be more digitalize ... We are in Era 2020 now ... Common even my grandma using oppo A9 2020  😆 Dezmond Pang bro what grab did is good. It's for the safety purpose and moving forward to be more digitalize ... We are in Era 2020 now ... Common even my grandma using oppo A9 2020  😆 😆 😆 · Like · · 23h,1574608826,
,,,
MKevin Anthony Bala,Grab your verification process for passenger is seriously a screwed up and royally fucked up process...my 11 year old son can think and do a much better verification methods...let me know if your management staffs is keen on learning from him or needs training...Shake your fucking heads up and down as a yes !!!!! Grab your verification process for passenger is seriously a screwed up and royally fucked up process...my 11 year old son can think and do a much better verification methods...let me know if your management staffs is keen on learning from him or needs training...Shake your fucking heads up and down as a yes !!!!! Grab your verification process for passenger is seriously a screwed up and royally fucked up process...my 11 year old son can think and do a much better verification methods...let me know if your management staffs is keen on learning from him or needs training... Shake your fucking heads up and down as a yes !!!!! · Like · · ·,1574448061,
